xx,fxx
1.11279540806949,2.39956492217347
1.11559155376504,3.09943802447432
1.11838769946059,2.59952866568793
1.12118384515613,2.19960117865919
1.12397999085168,2.79949240920239
1.12677613654723,3.5993473832605
1.12957228224277,3.09943802447407
1.13236842793832,2.79949240920261
1.13516457363387,3.49936551150298
1.13796071932941,2.19960117865919
1.14075686502496,3.69932925501744
1.1435530107205,3.19941989623155
1.14634915641605,2.59952866568793
1.1491453021116,3.49936551150326
1.15194144780714,3.69932925501744
1.15473759350269,2.89947428095985
1.15753373919824,2.99945615271684
1.16032988489378,3.49936551150298
1.16312603058933,2.4995467939309
1.16592217628488,2.39956492217347
1.16871832198042,3.39938363974603
1.17151446767597,2.39956492217347
1.17431061337152,3.49936551150326
1.17710675906706,3.49936551150298
1.17990290476261,2.69951053744537
1.18269905045815,3.29940176798853
1.1854951961537,3.29940176798879
1.18829134184925,2.99945615271684
1.19108748754479,2.69951053744537
1.19388363324034,2.4995467939307
1.19667977893589,3.89929299853221
1.19947592463143,3.29940176798853
1.20227207032698,3.1994198962313
1.20506821602253,2.59952866568814
1.20786436171807,2.99945615271684
1.21066050741362,2.69951053744537
1.21345665310917,2.79949240920239
1.21625279880471,3.29940176798879
1.21904894450026,3.29940176798853
1.2218450901958,2.89947428095985
1.22464123589135,3.59934738326021
1.2274373815869,3.09943802447432
1.23023352728244,2.59952866568793
1.23302967297799,2.99945615271708
1.23582581867354,3.39938363974576
1.23862196436908,2.29958305041643
1.24141811006463,2.39956492217347
1.24421425576018,2.09961930690179
1.24701040145572,3.29940176798879
1.24980654715127,1.89965556338733
1.25260269284682,1.99963743514472
1.25539883854236,2.59952866568793
1.25819498423791,2.29958305041643
1.26099112993345,1.89965556338733
1.263787275629,2.99945615271708
1.26658342132455,4.19923861380358
1.26937956702009,2.09961930690196
1.27217571271564,2.79949240920239
1.27497185841119,2.19960117865919
1.27776800410673,3.49936551150298
1.28056414980228,2.89947428095985
1.28336029549783,2.19960117865902
1.28615644119337,2.09961930690179
1.28895258688892,2.29958305041643
1.29174873258447,1.19978246108683
1.29454487828001,2.09961930690179
1.29734102397556,2.59952866568793
1.30013716967111,2.09961930690196
1.30293331536665,1.89965556338733
1.3057294610622,3.19941989623155
1.30852560675774,1.69969181987288
1.31132175245329,1.59970994811578
1.31411789814884,2.4995467939307
1.31691404384438,1.69969181987301
1.31971018953993,2.19960117865902
1.32250633523548,2.09961930690196
1.32530248093102,1.99963743514456
1.32809862662657,2.99945615271684
1.33089477232212,1.19978246108683
1.33369091801766,2.29958305041625
1.33648706371321,1.69969181987301
1.33928320940876,2.4995467939307
1.3420793551043,1.79967369163025
1.34487550079985,2.19960117865902
1.34767164649539,2.09961930690196
1.35046779219094,1.39974620460119
1.35326393788649,2.09961930690196
1.35606008358203,1.69969181987288
1.35885622927758,2.09961930690196
1.36165237497313,1.49972807635842
1.36444852066867,1.99963743514472
1.36724466636422,1.49972807635842
1.37004081205977,2.09961930690179
1.37283695775531,1.59970994811578
1.37563310345086,1.3997462046013
1.3784292491464,2.39956492217347
1.38122539484195,1.39974620460119
1.3840215405375,1.79967369163025
1.38681768623304,1.79967369163025
1.38961383192859,1.49972807635842
1.39240997762414,1.59970994811565
1.39520612331968,2.09961930690196
1.39800226901523,2.09961930690179
1.40079841471078,2.59952866568814
1.40359456040632,1.89965556338733
1.40639070610187,1.3997462046013
1.40918685179742,2.59952866568793
1.41198299749296,1.69969181987288
1.41477914318851,1.69969181987301
1.41757528888406,2.09961930690196
1.4203714345796,1.49972807635842
1.42316758027515,2.39956492217347
1.42596372597069,1.29976433284407
1.42875987166624,1.49972807635854
1.43155601736179,0.999818717572281
1.43435216305733,1.39974620460119
1.43714830875288,1.59970994811578
1.43994445444843,1.39974620460119
1.44274060014397,2.29958305041625
1.44553674583952,1.59970994811578
1.44833289153507,1.19978246108683
1.45112903723061,2.09961930690179
1.45392518292616,1.99963743514456
1.45672132862171,1.49972807635854
1.45951747431725,0.799854974057888
1.4623136200128,1.19978246108674
1.46510976570834,1.09980058932951
1.46790591140389,1.0998005893296
1.47070205709944,1.59970994811565
1.47349820279498,0.99981871757236
1.47629434849053,1.19978246108674
1.47909049418608,1.3997462046013
1.48188663988162,1.49972807635842
1.48468278557717,1.79967369163025
1.48747893127272,1.19978246108674
1.49027507696826,1.0998005893296
1.49307122266381,0.799854974057825
1.49586736835936,0.99981871757236
1.4986635140549,0.899836845815053
1.50145965975045,0.599891230543416
1.50425580544599,0.599891230543369
1.50705195114154,0.499909358786141
1.50984809683709,1.0998005893296
1.51264424253263,0.699873102300597
1.51544038822818,0.699873102300652
1.51823653392373,0.699873102300597
1.52103267961927,0.799854974057888
1.52382882531482,0.699873102300597
1.52662497101037,1.29976433284407
1.52942111670591,0.499909358786141
1.53221726240146,0.599891230543416
1.53501340809701,0.699873102300597
1.53780955379255,0.899836845815124
1.5406056994881,0.899836845815053
1.54340184518364,0.699873102300652
1.54619799087919,0.499909358786141
1.54899413657474,0.699873102300652
1.55179028227028,0.899836845815053
1.55458642796583,0.299945615271708
1.55738257366138,0.299945615271684
1.56017871935692,0.699873102300597
1.56297486505247,0.599891230543416
1.56577101074802,0.299945615271708
1.56856715644356,0.599891230543369
1.57136330213911,0.499909358786141
1.57415944783466,0.399927487028944
1.5769555935302,0.399927487028912
1.57975173922575,0.599891230543416
1.58254788492129,0.699873102300597
1.58534403061684,0.399927487028944
1.58814017631239,0.399927487028912
1.59093632200793,0.299945615271708
1.59373246770348,0.699873102300597
1.59652861339903,0.399927487028944
1.59932475909457,0.599891230543369
1.60212090479012,0.799854974057825
1.60491705048567,0.699873102300652
1.60771319618121,0.199963743514472
1.61050934187676,0.599891230543369
1.61330548757231,0.299945615271684
1.61610163326785,0.799854974057888
1.6188977789634,0.49990935878618
1.62169392465894,0.299945615271684
1.62449007035449,0.899836845815053
1.62728621605004,0.399927487028944
1.63008236174558,0.499909358786141
1.63287850744113,0.099981871757236
1.63567465313668,0.0999818717572281
1.63847079883222,0.299945615271708
1.64126694452777,0.599891230543369
1.64406309022332,0.199963743514456
1.64685923591886,0.399927487028944
1.64965538161441,0.399927487028944
1.65245152730996,0.299945615271684
1.6552476730055,0.199963743514456
1.65804381870105,0.49990935878618
1.66083996439659,0.199963743514456
1.66363611009214,0.299945615271708
1.66643225578769,0.499909358786141
1.66922840148323,0.399927487028944
1.67202454717878,0.299945615271684
1.67482069287433,0.399927487028912
1.67761683856987,0.099981871757236
