xx,fxx
0.201524629213931,5.54551353805166
0.204572391758325,5.13473475745529
0.207620154302719,4.26182984868785
0.210667916847113,4.31317719626244
0.213715679391507,5.69955558077532
0.216763441935901,4.2104825011133
0.219811204480295,4.15913515353878
0.222858967024689,4.46721923898606
0.225906729569083,4.56991393413516
0.228954492113477,4.26182984868789
0.232002254657871,4.00509311081509
0.235050017202265,4.41587189141155
0.23809777974666,3.28623024477135
0.241145542291054,3.85105106809143
0.244193304835448,4.82665067200797
0.247241067379842,4.00509311081509
0.250288829924236,3.5943143302187
0.25333659246863,3.90239841566598
0.256384355013024,3.49161963506956
0.259432117557418,3.74835637294233
0.262479880101812,2.97814615932404
0.265527642646206,2.87545146417499
0.2685754051906,2.92679881174949
0.271623167734994,3.2348828971968
0.274670930279388,3.38892493992052
0.277718692823783,3.1321882020477
0.280766455368177,3.33757759234591
0.283814217912571,3.64566167779322
0.286861980456965,3.02949350689859
0.289909743001359,2.92679881174949
0.292957505545753,2.77275676902583
0.296005268090147,2.56736737872767
0.299053030634541,2.97814615932404
0.302100793178935,2.87545146417493
0.305148555723329,3.02949350689859
0.308196318267723,2.61871472630222
0.311244080812118,2.61871472630217
0.314291843356512,3.08084085447314
0.317339605900906,2.51602003115307
0.3203873684453,2.31063064085486
0.323435130989694,2.1565885981312
0.326482893534088,2.36197798842941
0.329530656078482,2.56736737872767
0.332578418622876,3.08084085447314
0.33562618116727,2.51602003115307
0.338673943711664,2.82410411660043
0.341721706256058,1.95119920783299
0.344769468800452,1.74580981753478
0.347817231344847,2.92679881174949
0.350864993889241,1.69446246996023
0.353912756433635,2.20793594570575
0.356960518978029,2.31063064085486
0.360008281522423,1.79715716510937
0.363056044066817,1.79715716510933
0.366103806611211,1.89985186025844
0.369151569155605,2.15658859813124
0.372199331699999,2.10524125055665
0.375247094244393,1.54042042723657
0.378294856788787,2.0538939029821
0.381342619333181,2.1565885981312
0.384390381877576,2.10524125055665
0.38743814442197,1.33503103693836
0.390485906966364,1.89985186025847
0.393533669510758,2.25928329328031
0.396581432055152,1.89985186025844
0.399629194599546,1.48907307966205
0.40267695714394,1.95119920783299
0.405724719688334,1.33503103693836
0.408772482232728,1.89985186025844
0.411820244777122,1.54042042723657
0.414868007321516,1.12964164664015
0.417915769865911,1.89985186025844
0.420963532410305,2.10524125055665
0.424011294954699,1.5404204272366
0.427059057499093,1.5404204272366
0.430106820043487,1.7971571651093
0.433154582587881,1.48907307966205
0.436202345132275,1.48907307966202
0.439250107676669,1.33503103693836
0.442297870221063,1.33503103693836
0.445345632765457,1.69446246996023
0.448393395309851,0.872904908767391
0.451441157854245,1.38637838451291
0.45448892039864,1.64311512238568
0.457536682943034,1.43772573208747
0.460584445487428,1.18098899421475
0.463632208031822,1.18098899421471
0.466679970576216,1.74580981753478
